workerid,A,B,percent,read_and_decide_time,quant,read_time_one,response
38,"""strant""","""potind""",71,520,"""More than half""",288,true
38,"""pliper""","""sesare""",29,497,"""More than half""",377,false
38,"""pobbit""","""spippy""",14,575,"""Many""",375,false
38,"""coppar""","""hunene""",66,903,"""Most""",249,true
38,"""puctor""","""recure""",75,1982,"""Many""",216,false
38,"""bameta""","""unzast""",62,495,"""Few""",168,false
38,"""ancits""","""smeath""",17,552,"""Fewer than half""",175,true
38,"""werner""","""hurmer""",24,936,"""Fewer than half""",198,true
38,"""schook""","""jabant""",77,2136,"""Few""",215,false
38,"""pirter""","""secent""",64,536,"""Most""",257,true
38,"""dorder""","""coggon""",90,400,"""Most""",190,true
38,"""ancits""","""smeath""",52,874,"""More than half""",207,true
38,"""chulks""","""vulhor""",29,551,"""Fewer than half""",241,false
38,"""bemble""","""squank""",46,960,"""Many""",88,false
38,"""fleeve""","""scalfs""",57,575,"""Few""",241,true
38,"""middor""","""drooty""",75,672,"""Few""",224,false
38,"""raster""","""movell""",70,473,"""Most""",280,true
38,"""schook""","""jabant""",51,784,"""More than half""",263,true
38,"""boddle""","""molill""",93,609,"""Many""",184,true
38,"""coamin""","""mucond""",82,472,"""More than half""",207,true
38,"""pliper""","""sesare""",99,633,"""Few""",201,false
38,"""shamer""","""bloifs""",31,664,"""Fewer than half""",255,true
38,"""beckel""","""racual""",52,480,"""Many""",256,true
38,"""mecket""","""plumry""",58,681,"""Many""",368,true
38,"""pluset""","""stubad""",98,729,"""Fewer than half""",361,false
38,"""spunge""","""wenple""",10,655,"""Few""",313,true
38,"""dorder""","""coggon""",70,456,"""Many""",297,true
38,"""coamin""","""mucond""",20,647,"""Fewer than half""",375,true
38,"""gukbar""","""soarse""",22,544,"""Most""",312,false
38,"""dorder""","""coggon""",18,687,"""Few""",416,true
38,"""kustle""","""reshix""",23,1623,"""Fewer than half""",256,true
38,"""awplor""","""fasees""",63,504,"""Most""",232,true
38,"""dorder""","""coggon""",58,856,"""Fewer than half""",266,false
38,"""sporer""","""firtly""",86,559,"""Most""",208,true
38,"""shamer""","""bloifs""",88,489,"""More than half""",286,true
38,"""chadop""","""shaple""",22,1199,"""Fewer than half""",231,true
38,"""awplor""","""fasees""",56,576,"""Few""",224,false
38,"""pluset""","""stubad""",16,872,"""Many""",286,false
38,"""spunge""","""wenple""",38,761,"""Fewer than half""",280,true
38,"""schook""","""jabant""",10,464,"""Fewer than half""",281,true
38,"""pluset""","""stubad""",82,498,"""Most""",254,true
38,"""isbant""","""unairs""",3,592,"""Many""",222,false
38,"""bameta""","""unzast""",88,552,"""Fewer than half""",312,false
38,"""gukbar""","""soarse""",58,577,"""More than half""",296,true
38,"""bameta""","""unzast""",18,991,"""Many""",256,false
38,"""pengyl""","""sedest""",43,1496,"""Many""",320,false
38,"""shurry""","""preser""",2,864,"""Few""",288,false
38,"""tecker""","""biller""",52,1275,"""Fewer than half""",200,false
38,"""ingell""","""nalill""",57,856,"""Fewer than half""",256,false
38,"""chadop""","""shaple""",64,694,"""More than half""",225,true
38,"""fleeve""","""scalfs""",10,601,"""Most""",168,false
38,"""middor""","""drooty""",39,1791,"""Most""",272,false
38,"""monter""","""melelt""",10,591,"""Many""",288,false
38,"""birler""","""enciad""",65,616,"""Fewer than half""",305,false
38,"""clidge""","""hensly""",84,736,"""More than half""",328,true
38,"""tecker""","""biller""",86,664,"""Many""",281,true
38,"""awplor""","""fasees""",61,1655,"""Many""",273,true
38,"""tecker""","""biller""",9,663,"""More than half""",103,false
38,"""raster""","""movell""",90,579,"""Fewer than half""",561,false
38,"""mecket""","""plumry""",34,592,"""Few""",512,true
38,"""tiklet""","""hullaw""",55,527,"""More than half""",521,true
38,"""puggle""","""entand""",81,903,"""Few""",503,false
38,"""pirter""","""secent""",59,665,"""Fewer than half""",327,false
38,"""werner""","""hurmer""",13,513,"""Most""",327,false
38,"""birler""","""enciad""",35,528,"""More than half""",310,false
38,"""pluset""","""stubad""",1,480,"""More than half""",337,false
38,"""cosutz""","""spover""",62,497,"""More than half""",295,true
38,"""devole""","""sholly""",3,457,"""More than half""",312,false
38,"""devole""","""sholly""",98,880,"""Most""",320,false
38,"""devole""","""sholly""",51,640,"""Many""",392,true
38,"""werner""","""hurmer""",10,487,"""Few""",260,false
38,"""kustle""","""reshix""",32,622,"""Most""",153,false
38,"""umpond""","""marire""",43,536,"""Many""",239,false
38,"""clidge""","""hensly""",52,609,"""Few""",280,false
38,"""isbant""","""unairs""",71,577,"""Most""",310,true
38,"""gukbar""","""soarse""",29,672,"""Many""",359,false
38,"""hadder""","""ollidy""",6,664,"""Few""",311,true
38,"""jallem""","""sildal""",31,639,"""Few""",336,true
38,"""strant""","""potind""",8,601,"""Many""",290,true
38,"""schook""","""jabant""",3,854,"""Many""",304,false
38,"""coamin""","""mucond""",44,984,"""Most""",337,false
38,"""bemble""","""squank""",58,552,"""Few""",296,false
38,"""zetten""","""unfobs""",19,552,"""Fewer than half""",320,true
38,"""shrile""","""athoid""",66,927,"""More than half""",272,true
39,"""glerb""","""fizzda""",20,5198,"""All""",3915,false
39,"""thonk""","""krangly""",82,4606,"""Some""",2200,true
39,"""slarm""","""briddle""",11,2598,"""None""",2075,false
39,"""klong""","""nooty""",62,1878,"""All""",2423,false
39,"""dring""","""larfy""",28,1839,"""None""",2127,false
39,"""floom""","""plerful""",92,1925,"""Some""",2837,true
39,"""blek""","""orkital""",54,1463,"""None""",1985,false
39,"""tenk""","""glurgy""",8,1838,"""All""",2001,false
39,"""cosutz""","""spover""",33,2209,"""Few""",2430,true
39,"""coamin""","""mucond""",68,1843,"""Few""",1248,false
39,"""puggle""","""entand""",70,1392,"""More than half""",1840,true
39,"""tecker""","""biller""",75,1105,"""Many""",1214,true
39,"""isbant""","""unairs""",18,1300,"""Most""",1305,false
39,"""ingell""","""nalill""",2,1261,"""More than half""",2028,false
39,"""shrile""","""athoid""",12,1268,"""Few""",1280,true
39,"""puggle""","""entand""",17,1130,"""Fewer than half""",1806,true
39,"""werner""","""hurmer""",92,1087,"""More than half""",1415,true
39,"""bameta""","""unzast""",33,1112,"""Most""",1328,false
39,"""schook""","""jabant""",90,1577,"""More than half""",1113,true
39,"""cosutz""","""spover""",60,958,"""More than half""",1165,true
39,"""pobbit""","""spippy""",67,1176,"""Few""",1002,false
39,"""cather""","""funder""",87,1274,"""Fewer than half""",2139,false
39,"""isbant""","""unairs""",26,1226,"""Few""",1535,true
39,"""umpond""","""marire""",52,1057,"""Few""",1024,false
39,"""shurry""","""preser""",84,1076,"""More than half""",1817,true
39,"""jallem""","""sildal""",64,802,"""Many""",996,true
39,"""ingell""","""nalill""",99,834,"""Many""",955,true
39,"""shurry""","""preser""",4,941,"""Fewer than half""",1137,true
39,"""ingell""","""nalill""",13,942,"""Most""",883,false
39,"""coppar""","""hunene""",2,818,"""Most""",1197,false
39,"""menner""","""nandow""",55,1052,"""Many""",1164,true
39,"""mecket""","""plumry""",49,717,"""Fewer than half""",1072,true
39,"""chulks""","""vulhor""",96,939,"""More than half""",1159,true
39,"""chulks""","""vulhor""",33,1066,"""Fewer than half""",1100,true
39,"""werner""","""hurmer""",9,1028,"""Many""",794,false
39,"""chadop""","""shaple""",30,820,"""Many""",741,false
39,"""fleeve""","""scalfs""",79,666,"""More than half""",1218,true
39,"""zetten""","""unfobs""",21,968,"""Few""",1111,true
39,"""middor""","""drooty""",43,813,"""Few""",730,false
39,"""middor""","""drooty""",18,1427,"""Many""",789,false
39,"""cather""","""funder""",12,569,"""Few""",802,true
39,"""chadop""","""shaple""",59,1651,"""Most""",1320,false
39,"""ancits""","""smeath""",65,823,"""Few""",945,false
39,"""strant""","""potind""",63,855,"""Many""",797,true
39,"""russer""","""huttle""",24,771,"""Most""",775,false
39,"""shamer""","""bloifs""",31,1913,"""Many""",770,true
39,"""pliper""","""sesare""",64,828,"""Few""",750,false
39,"""schook""","""jabant""",91,1469,"""Few""",808,false
39,"""russer""","""huttle""",94,807,"""Fewer than half""",1009,false
39,"""umpond""","""marire""",66,627,"""Many""",555,true
39,"""gukbar""","""soarse""",54,641,"""Few""",579,false
39,"""pirter""","""secent""",23,737,"""More than half""",849,false
39,"""cather""","""funder""",45,838,"""More than half""",870,false
39,"""pliper""","""sesare""",21,1145,"""Most""",863,false
39,"""menner""","""nandow""",63,1097,"""Fewer than half""",1076,false
39,"""gukbar""","""soarse""",66,1297,"""Many""",772,true
39,"""kustle""","""reshix""",71,752,"""Most""",709,true
39,"""tecker""","""biller""",34,798,"""Most""",610,false
39,"""bameta""","""unzast""",28,667,"""Many""",660,false
39,"""ancits""","""smeath""",94,587,"""Most""",555,true
39,"""devole""","""sholly""",92,641,"""Few""",562,false
39,"""pliper""","""sesare""",60,544,"""Many""",570,true
39,"""puctor""","""recure""",17,794,"""More than half""",646,false
39,"""raster""","""movell""",40,666,"""More than half""",692,false
39,"""mecket""","""plumry""",31,1120,"""Many""",731,false
39,"""pengyl""","""sedest""",23,1031,"""Fewer than half""",832,true
39,"""hadder""","""ollidy""",46,566,"""Fewer than half""",702,true
39,"""strant""","""potind""",62,553,"""More than half""",819,true
39,"""zetten""","""unfobs""",22,677,"""Many""",727,false
39,"""ancits""","""smeath""",63,541,"""More than half""",745,true
39,"""devole""","""sholly""",55,791,"""Fewer than half""",774,false
39,"""strant""","""potind""",7,1045,"""Fewer than half""",1197,true
39,"""pluset""","""stubad""",6,671,"""Most""",849,false
39,"""boddle""","""molill""",49,949,"""Most""",620,false
39,"""boddle""","""molill""",25,1049,"""More than half""",727,false
39,"""tecker""","""biller""",84,747,"""Fewer than half""",720,false
39,"""kustle""","""reshix""",85,893,"""Many""",815,true
39,"""awplor""","""fasees""",51,801,"""Fewer than half""",773,false
39,"""fleeve""","""scalfs""",98,665,"""Many""",686,true
39,"""puggle""","""entand""",52,2055,"""Most""",692,true
39,"""hadder""","""ollidy""",49,1504,"""Many""",764,true
39,"""pobbit""","""spippy""",20,658,"""Many""",744,false
39,"""beckel""","""racual""",75,534,"""More than half""",793,true
39,"""umpond""","""marire""",4,668,"""Most""",664,false
39,"""cather""","""funder""",13,897,"""Many""",649,false
39,"""jallem""","""sildal""",47,718,"""Most""",689,false
39,"""sporer""","""firtly""",10,812,"""Most""",630,false
39,"""middor""","""drooty""",10,607,"""Fewer than half""",673,true
39,"""kustle""","""reshix""",76,568,"""More than half""",681,true
39,"""zetten""","""unfobs""",64,686,"""Most""",761,true
39,"""shrile""","""athoid""",12,974,"""Fewer than half""",971,true
39,"""padnet""","""fanely""",62,551,"""Many""",828,true
39,"""bemble""","""squank""",6,770,"""More than half""",693,false
39,"""russer""","""huttle""",63,1265,"""Few""",712,false
39,"""raster""","""movell""",92,670,"""Fewer than half""",903,false
39,"""devole""","""sholly""",7,771,"""Most""",680,false
39,"""chadop""","""shaple""",31,1416,"""Few""",874,false
39,"""chadop""","""shaple""",72,661,"""More than half""",881,true
39,"""shurry""","""preser""",32,1304,"""Many""",671,true
39,"""pobbit""","""spippy""",80,732,"""Fewer than half""",773,false
39,"""pengyl""","""sedest""",89,625,"""More than half""",701,true
39,"""coamin""","""mucond""",1,1008,"""Fewer than half""",748,true
39,"""ingell""","""nalill""",5,615,"""Few""",874,true
39,"""bameta""","""unzast""",78,776,"""Few""",726,false
39,"""puctor""","""recure""",2,730,"""Few""",570,true
39,"""puctor""","""recure""",43,1447,"""Most""",692,false
39,"""tiklet""","""hullaw""",61,573,"""More than half""",695,true
39,"""puggle""","""entand""",48,1266,"""Many""",810,true
39,"""coppar""","""hunene""",25,974,"""Many""",910,true
39,"""jallem""","""sildal""",53,1145,"""Fewer than half""",710,false
39,"""bemble""","""squank""",56,772,"""Few""",728,false
39,"""spunge""","""wenple""",41,1121,"""Few""",655,false
39,"""jallem""","""sildal""",8,914,"""More than half""",751,false
39,"""awplor""","""fasees""",61,891,"""Few""",771,false
39,"""coamin""","""mucond""",49,999,"""Many""",705,true
39,"""gukbar""","""soarse""",15,625,"""Fewer than half""",759,true
39,"""tecker""","""biller""",60,789,"""Few""",708,false
39,"""puggle""","""entand""",54,678,"""Few""",703,false
39,"""monter""","""melelt""",67,704,"""More than half""",666,true
39,"""coamin""","""mucond""",65,562,"""More than half""",793,true
39,"""clidge""","""hensly""",47,1003,"""Many""",654,true
39,"""menner""","""nandow""",21,690,"""More than half""",717,false
39,"""boddle""","""molill""",86,1246,"""Fewer than half""",816,true
39,"""birler""","""enciad""",94,736,"""Many""",683,true
39,"""shrile""","""athoid""",89,689,"""Most""",773,true
39,"""hadder""","""ollidy""",55,691,"""Most""",711,true
39,"""pobbit""","""spippy""",31,721,"""Most""",587,false
39,"""tiklet""","""hullaw""",38,718,"""Fewer than half""",790,true
39,"""shurry""","""preser""",26,551,"""Few""",622,true
39,"""raster""","""movell""",44,965,"""Many""",564,true
39,"""bemble""","""squank""",32,718,"""Most""",575,false
39,"""padnet""","""fanely""",11,545,"""Few""",659,true
39,"""pirter""","""secent""",72,681,"""Few""",776,false
39,"""ingell""","""nalill""",56,938,"""Fewer than half""",629,false
39,"""fleeve""","""scalfs""",42,770,"""Few""",922,false
39,"""cosutz""","""spover""",57,940,"""Most""",677,true
39,"""menner""","""nandow""",48,839,"""Most""",732,false
39,"""chevel""","""podden""",61,1322,"""Fewer than half""",810,false
39,"""dorder""","""coggon""",98,662,"""Many""",718,true
39,"""beckel""","""racual""",93,779,"""Few""",802,false
39,"""sporer""","""firtly""",15,1057,"""Few""",828,true
39,"""devole""","""sholly""",15,745,"""More than half""",873,false
39,"""chulks""","""vulhor""",78,605,"""Most""",611,true
39,"""schook""","""jabant""",2,709,"""Many""",689,false
39,"""cosutz""","""spover""",46,1041,"""Many""",688,true
39,"""bemble""","""squank""",83,830,"""Fewer than half""",782,false
39,"""raster""","""movell""",11,776,"""Most""",733,false
39,"""clidge""","""hensly""",61,810,"""Most""",746,true
39,"""russer""","""huttle""",20,979,"""Many""",733,false
39,"""middor""","""drooty""",76,604,"""Most""",674,true
39,"""bemble""","""squank""",89,664,"""Many""",804,true
39,"""mecket""","""plumry""",83,570,"""More than half""",940,true
39,"""pluset""","""stubad""",71,856,"""Fewer than half""",1135,false
39,"""coppar""","""hunene""",98,764,"""Fewer than half""",853,false
39,"""pluset""","""stubad""",83,702,"""Many""",738,true
39,"""padnet""","""fanely""",9,898,"""More than half""",808,false
39,"""monter""","""melelt""",79,602,"""Most""",1013,true
39,"""jallem""","""sildal""",31,821,"""Few""",926,false
39,"""sporer""","""firtly""",91,934,"""Fewer than half""",780,false
39,"""chadop""","""shaple""",25,884,"""Fewer than half""",811,true
39,"""awplor""","""fasees""",34,678,"""More than half""",873,false
39,"""strant""","""potind""",66,881,"""Few""",796,false
39,"""shamer""","""bloifs""",63,721,"""Most""",734,true
39,"""hadder""","""ollidy""",38,860,"""Few""",693,false
39,"""devole""","""sholly""",45,1879,"""Many""",682,true
39,"""awplor""","""fasees""",61,651,"""Many""",804,true
39,"""werner""","""hurmer""",92,734,"""Few""",632,false
39,"""cosutz""","""spover""",41,1053,"""Fewer than half""",634,true
39,"""sporer""","""firtly""",89,660,"""Many""",645,true
39,"""coamin""","""mucond""",82,682,"""Most""",989,true
39,"""chulks""","""vulhor""",94,677,"""Many""",1049,true
39,"""tiklet""","""hullaw""",58,659,"""Most""",1221,true
39,"""birler""","""enciad""",18,783,"""Few""",836,true
39,"""shurry""","""preser""",75,567,"""Most""",686,true
39,"""spunge""","""wenple""",91,547,"""Most""",636,true
39,"""chevel""","""podden""",35,668,"""Most""",595,false
39,"""russer""","""huttle""",33,847,"""More than half""",735,false
39,"""umpond""","""marire""",7,865,"""More than half""",772,false
39,"""umpond""","""marire""",74,1446,"""Fewer than half""",1038,false
39,"""zetten""","""unfobs""",85,593,"""More than half""",856,true
39,"""shrile""","""athoid""",19,2944,"""Many""",1020,false
39,"""beckel""","""racual""",39,992,"""Fewer than half""",900,true
39,"""hadder""","""ollidy""",69,544,"""More than half""",608,true
39,"""werner""","""hurmer""",42,617,"""Fewer than half""",840,true
39,"""raster""","""movell""",78,835,"""Few""",805,false
39,"""tiklet""","""hullaw""",13,789,"""Few""",709,true
39,"""mecket""","""plumry""",19,770,"""Few""",779,true
39,"""chevel""","""podden""",43,932,"""More than half""",804,false
39,"""dorder""","""coggon""",70,861,"""Fewer than half""",827,false
39,"""boddle""","""molill""",64,656,"""Many""",884,true
39,"""shamer""","""bloifs""",32,741,"""Fewer than half""",968,true
39,"""shamer""","""bloifs""",25,711,"""Few""",905,true
39,"""boddle""","""molill""",78,737,"""Few""",835,false
39,"""zetten""","""unfobs""",14,905,"""Fewer than half""",735,true
39,"""tiklet""","""hullaw""",31,977,"""Many""",822,true
39,"""schook""","""jabant""",54,800,"""Most""",740,true
39,"""puctor""","""recure""",20,1224,"""Many""",815,true
39,"""beckel""","""racual""",39,794,"""Many""",753,true
39,"""dorder""","""coggon""",5,1107,"""More than half""",795,false
39,"""kustle""","""reshix""",17,771,"""Few""",718,true
39,"""beckel""","""racual""",88,795,"""Most""",655,true
39,"""chulks""","""vulhor""",69,852,"""Few""",747,false
39,"""gukbar""","""soarse""",77,689,"""More than half""",720,true
39,"""chevel""","""podden""",47,764,"""Few""",672,false
39,"""isbant""","""unairs""",10,804,"""Many""",579,false
39,"""fleeve""","""scalfs""",73,648,"""Most""",659,true
39,"""cather""","""funder""",20,1002,"""Most""",632,false
39,"""kustle""","""reshix""",11,1061,"""Fewer than half""",662,true
39,"""monter""","""melelt""",9,911,"""Few""",875,true
39,"""isbant""","""unairs""",32,728,"""More than half""",679,false
39,"""ancits""","""smeath""",21,722,"""Fewer than half""",763,true
39,"""werner""","""hurmer""",86,580,"""Most""",636,true
39,"""birler""","""enciad""",78,908,"""Fewer than half""",714,false
39,"""monter""","""melelt""",90,707,"""Many""",894,true
39,"""bameta""","""unzast""",3,786,"""More than half""",793,false
39,"""pliper""","""sesare""",72,854,"""Fewer than half""",761,false
39,"""strant""","""potind""",80,702,"""Most""",644,true
39,"""dorder""","""coggon""",36,1000,"""Most""",728,false
39,"""pobbit""","""spippy""",36,731,"""More than half""",712,false
39,"""clidge""","""hensly""",48,1663,"""Fewer than half""",768,true
39,"""pengyl""","""sedest""",81,598,"""Most""",685,true
39,"""awplor""","""fasees""",42,1013,"""Most""",608,false
39,"""tecker""","""biller""",39,685,"""More than half""",654,false
39,"""fleeve""","""scalfs""",5,1029,"""Fewer than half""",654,true
39,"""padnet""","""fanely""",19,732,"""Most""",623,false
39,"""spunge""","""wenple""",81,652,"""More than half""",566,true
39,"""ancits""","""smeath""",28,1564,"""Many""",618,true
39,"""pirter""","""secent""",61,665,"""Many""",608,true
39,"""coppar""","""hunene""",14,780,"""More than half""",678,false
39,"""pluset""","""stubad""",24,745,"""More than half""",596,false
39,"""puctor""","""recure""",76,775,"""Fewer than half""",679,false
39,"""pirter""","""secent""",77,1003,"""Fewer than half""",682,false
39,"""schook""","""jabant""",18,920,"""Fewer than half""",805,true
39,"""birler""","""enciad""",26,967,"""Most""",711,false
39,"""pluset""","""stubad""",71,825,"""Few""",615,false
39,"""birler""","""enciad""",18,817,"""More than half""",730,false
39,"""bameta""","""unzast""",54,941,"""Fewer than half""",741,false
39,"""menner""","""nandow""",91,690,"""Few""",770,false
39,"""coppar""","""hunene""",28,1659,"""Few""",772,true
39,"""mecket""","""plumry""",74,693,"""Most""",639,true
39,"""padnet""","""fanely""",81,861,"""Fewer than half""",791,false
39,"""dorder""","""coggon""",21,732,"""Few""",641,true
39,"""shamer""","""bloifs""",53,751,"""More than half""",564,true
39,"""shrile""","""athoid""",64,619,"""More than half""",597,true
39,"""chevel""","""podden""",76,628,"""Many""",690,true
39,"""pliper""","""sesare""",42,853,"""More than half""",698,false
39,"""sporer""","""firtly""",28,877,"""More than half""",701,false
39,"""pengyl""","""sedest""",16,626,"""Few""",801,true
39,"""spunge""","""wenple""",92,590,"""Many""",687,true
39,"""clidge""","""hensly""",69,727,"""Few""",654,false
39,"""pengyl""","""sedest""",44,897,"""Many""",677,true
39,"""isbant""","""unairs""",62,739,"""Fewer than half""",1060,false
39,"""clidge""","""hensly""",57,725,"""More than half""",773,true
39,"""gukbar""","""soarse""",53,687,"""Most""",727,true
39,"""monter""","""melelt""",3,885,"""Fewer than half""",900,true
39,"""pirter""","""secent""",28,1337,"""Most""",658,false
39,"""spunge""","""wenple""",44,617,"""Fewer than half""",748,true
39,"""middor""","""drooty""",55,659,"""More than half""",652,true
40,"""glerb""","""fizzda""",20,3429,"""All""",2559,false
40,"""thonk""","""krangly""",82,1775,"""Some""",1788,true
40,"""slarm""","""briddle""",11,1812,"""None""",1670,false
40,"""klong""","""nooty""",62,3032,"""All""",1366,false
40,"""dring""","""larfy""",28,1622,"""None""",1904,false
40,"""floom""","""plerful""",92,1890,"""Some""",1025,false
40,"""blek""","""orkital""",54,1372,"""None""",733,true
40,"""tenk""","""glurgy""",8,1693,"""All""",1059,true
40,"""hadder""","""ollidy""",72,1115,"""Most""",1183,true
40,"""coppar""","""hunene""",83,820,"""Many""",2077,true
40,"""sporer""","""firtly""",77,835,"""Fewer than half""",2399,false
40,"""umpond""","""marire""",84,1206,"""Few""",1381,false
40,"""beckel""","""racual""",85,857,"""Few""",1154,false
40,"""monter""","""melelt""",58,754,"""Most""",845,true
40,"""birler""","""enciad""",39,607,"""Few""",914,false
40,"""tecker""","""biller""",15,965,"""Most""",674,false
40,"""fleeve""","""scalfs""",54,678,"""Most""",738,true
40,"""raster""","""movell""",96,780,"""Many""",535,true
40,"""awplor""","""fasees""",21,687,"""Many""",1144,false
40,"""shrile""","""athoid""",75,602,"""Few""",554,true
40,"""clidge""","""hensly""",51,1378,"""Few""",1481,false
40,"""ancits""","""smeath""",93,792,"""Most""",981,true
40,"""coppar""","""hunene""",48,1048,"""Few""",149,true
40,"""middor""","""drooty""",87,797,"""More than half""",1204,true
40,"""padnet""","""fanely""",22,988,"""More than half""",189,false
40,"""cosutz""","""spover""",46,917,"""Fewer than half""",519,false
40,"""beckel""","""racual""",11,1716,"""Fewer than half""",137,false
40,"""umpond""","""marire""",95,1240,"""Fewer than half""",695,false
40,"""spunge""","""wenple""",64,1039,"""Most""",659,true
40,"""chadop""","""shaple""",62,1019,"""Few""",642,false
40,"""chulks""","""vulhor""",97,582,"""Many""",485,true
40,"""bameta""","""unzast""",84,798,"""Many""",453,true
40,"""gukbar""","""soarse""",60,822,"""Most""",457,true
40,"""bameta""","""unzast""",45,2924,"""Few""",508,false
40,"""clidge""","""hensly""",53,819,"""More than half""",1231,true
40,"""pliper""","""sesare""",1,616,"""More than half""",656,false
40,"""dorder""","""coggon""",98,582,"""Fewer than half""",888,true
40,"""bemble""","""squank""",31,1094,"""More than half""",1131,true
40,"""pluset""","""stubad""",71,1048,"""Many""",538,true
40,"""isbant""","""unairs""",29,537,"""Few""",675,false
40,"""shamer""","""bloifs""",78,855,"""More than half""",187,true
40,"""chadop""","""shaple""",49,1348,"""Many""",669,true
40,"""clidge""","""hensly""",51,702,"""Many""",385,true
40,"""cosutz""","""spover""",78,956,"""Many""",180,true
40,"""devole""","""sholly""",45,803,"""More than half""",153,false
40,"""chevel""","""podden""",2,1172,"""Most""",135,false
40,"""puggle""","""entand""",86,1104,"""Most""",465,true
40,"""zetten""","""unfobs""",70,645,"""Many""",746,true
40,"""middor""","""drooty""",20,1325,"""Fewer than half""",674,true
40,"""fleeve""","""scalfs""",69,1655,"""More than half""",691,true
40,"""shamer""","""bloifs""",5,2491,"""Fewer than half""",645,true
40,"""pirter""","""secent""",54,938,"""Many""",562,true
40,"""strant""","""potind""",10,728,"""Few""",680,true
40,"""fleeve""","""scalfs""",84,632,"""Many""",1112,true
40,"""chulks""","""vulhor""",67,1700,"""Most""",486,true
40,"""pengyl""","""sedest""",51,1007,"""Many""",574,true
40,"""kustle""","""reshix""",1,1983,"""Many""",644,false
40,"""cather""","""funder""",25,779,"""Most""",1625,false
40,"""sporer""","""firtly""",40,857,"""More than half""",568,false
40,"""cather""","""funder""",67,777,"""Fewer than half""",582,false
40,"""monter""","""melelt""",32,811,"""Many""",560,false
40,"""coamin""","""mucond""",87,732,"""Few""",558,false
40,"""pliper""","""sesare""",29,1041,"""Many""",705,false
40,"""strant""","""potind""",53,955,"""Many""",410,true
40,"""zetten""","""unfobs""",68,516,"""Most""",650,true
40,"""monter""","""melelt""",14,632,"""Fewer than half""",560,false
40,"""umpond""","""marire""",33,1874,"""Most""",654,false
40,"""shrile""","""athoid""",85,497,"""More than half""",735,true
40,"""pobbit""","""spippy""",6,589,"""More than half""",691,false
40,"""cosutz""","""spover""",81,560,"""More than half""",493,true
40,"""zetten""","""unfobs""",1,986,"""Fewer than half""",422,true
40,"""devole""","""sholly""",87,908,"""Few""",1198,false
40,"""pengyl""","""sedest""",98,886,"""Most""",605,true
40,"""beckel""","""racual""",47,2751,"""Many""",486,false
40,"""kustle""","""reshix""",39,2477,"""Fewer than half""",136,true
40,"""chulks""","""vulhor""",83,1003,"""Few""",605,false
40,"""shurry""","""preser""",82,631,"""More than half""",501,true
40,"""schook""","""jabant""",77,494,"""More than half""",589,true
40,"""shamer""","""bloifs""",93,859,"""Few""",210,false
40,"""bemble""","""squank""",21,1282,"""Many""",591,false
40,"""cather""","""funder""",36,620,"""More than half""",902,false
40,"""pirter""","""secent""",29,970,"""More than half""",607,false
40,"""tiklet""","""hullaw""",42,925,"""Fewer than half""",922,false
40,"""coppar""","""hunene""",46,1155,"""Most""",174,false
40,"""hadder""","""ollidy""",79,651,"""More than half""",614,true
40,"""puctor""","""recure""",82,1092,"""Fewer than half""",770,false
40,"""bameta""","""unzast""",3,1356,"""Most""",794,false
40,"""menner""","""nandow""",29,1447,"""Many""",623,false
40,"""sporer""","""firtly""",39,1303,"""Few""",759,true
40,"""puggle""","""entand""",52,1324,"""More than half""",572,true
40,"""clidge""","""hensly""",25,1143,"""Fewer than half""",786,true
40,"""strant""","""potind""",41,836,"""Fewer than half""",175,true
40,"""werner""","""hurmer""",73,960,"""Many""",576,true
40,"""chevel""","""podden""",71,1132,"""Many""",526,true
40,"""shrile""","""athoid""",70,681,"""Most""",792,true
40,"""coamin""","""mucond""",84,657,"""Most""",1052,true
40,"""pirter""","""secent""",17,821,"""Few""",545,true
40,"""tiklet""","""hullaw""",94,717,"""Many""",625,true
40,"""strant""","""potind""",74,517,"""Most""",640,true
40,"""ingell""","""nalill""",43,700,"""More than half""",769,false
40,"""shrile""","""athoid""",26,873,"""Fewer than half""",763,true
40,"""tecker""","""biller""",73,555,"""Many""",798,true
40,"""jallem""","""sildal""",19,712,"""Few""",689,true
40,"""kustle""","""reshix""",59,512,"""More than half""",656,true
40,"""tecker""","""biller""",43,1345,"""Few""",655,false
40,"""raster""","""movell""",4,806,"""More than half""",561,false
40,"""isbant""","""unairs""",14,860,"""More than half""",651,false
40,"""menner""","""nandow""",48,903,"""Most""",546,false
40,"""werner""","""hurmer""",15,749,"""Few""",567,true
40,"""puggle""","""entand""",27,1378,"""Fewer than half""",576,true
40,"""boddle""","""molill""",37,840,"""Few""",1267,true
40,"""raster""","""movell""",53,1475,"""Fewer than half""",681,false
40,"""ancits""","""smeath""",60,650,"""More than half""",159,true
40,"""devole""","""sholly""",52,1536,"""Fewer than half""",502,false
40,"""shamer""","""bloifs""",75,623,"""Many""",1441,true
40,"""isbant""","""unairs""",83,927,"""Fewer than half""",674,false
40,"""dorder""","""coggon""",18,918,"""Few""",1121,true
40,"""ancits""","""smeath""",37,746,"""Many""",656,false
40,"""fleeve""","""scalfs""",71,1728,"""Few""",197,false
40,"""clidge""","""hensly""",89,450,"""Most""",686,true
40,"""boddle""","""molill""",1,675,"""Many""",720,false
40,"""isbant""","""unairs""",8,819,"""Most""",641,false
